年份,省份,城市,省份代码,城市代码,胡焕庸线,地区生产总值(万元),人均地区生产总值(元),户籍人口(万人),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元)
2005,辽宁省,鞍山市,210000,210300,东南侧,10180120,29338,347.64,39.4,189026,61193,39,725710,18708.69
2006,辽宁省,鞍山市,210000,210300,东南侧,11360123,32644,348.95,38.5,275791,51551,38,796825,21119.14
2007,辽宁省,鞍山市,210000,210300,东南侧,13435436,38387,350.25,38.79,240398,43762,38,961398,25353.32
2008,辽宁省,鞍山市,210000,210300,东南侧,16078635,45830,351.42,38,151423,31821,37,1075710,29120.47
2009,辽宁省,鞍山市,210000,210300,东南侧,17304740,49301,352.03,39.75,252929,31525,38,1162223,30432.65
2010,辽宁省,鞍山市,210000,210300,东南侧,21250121,58426,351.79,40.97,257219,19952,39,1289331,32916.29
2011,辽宁省,鞍山市,210000,210300,东南侧,23987633,68224,351.6,52,183423,20097,49,1669034,33731.49
2012,辽宁省,鞍山市,210000,210300,东南侧,24293160,69211,350.4,55.2,206445,20467,52,1800411,34523.7
2013,辽宁省,鞍山市,210000,210300,东南侧,26232539,74950,349.8,62.9,169335,22128,61,2441401,40260.57
2014,辽宁省,鞍山市,210000,210300,东南侧,23858951,66860,348.2,61.298,184395,27813,58,2494077,43038.43
2015,辽宁省,鞍山市,210000,210300,东南侧,23369966,64710,346.05,55.961,223985,30831,55,2403314,43652
2016,辽宁省,鞍山市,210000,210300,东南侧,14619713,40532,346,47.9,235083,30457,46,2197520,48164
2017,辽宁省,鞍山市,210000,210300,东南侧,16131000,44790,344,41.794,249198,31223,40,2001721,50187
2018,辽宁省,鞍山市,210000,210300,东南侧,17510580,,342,37.244,461653,36632,36,1959126,54947
2019,辽宁省,鞍山市,210000,210300,东南侧,17450000,49123,340,37.479,582698,38416,36,2178064,60962
2020,辽宁省,鞍山市,210000,210300,东南侧,17390000,52020,,35.278,,,34,2423506,70993
2021,辽宁省,鞍山市,210000,210300,东南侧,18880000,57188,333,29.881,,,29,2205323,76692
2022,辽宁省,鞍山市,210000,210300,东南侧,18630000,57102,331,27.88,,,28,2185413,
2023,辽宁省,鞍山市,210000,210300,东南侧,20120000,61658,,,,,,,
2024,辽宁省,鞍山市,210000,210300,东南侧,21560000,67238,,,,,,,
2000,辽宁省,抚顺市,210000,210400,东南侧,2322075,,227.01,40.4,,23165,40,329281,8134
2001,辽宁省,抚顺市,210000,210400,东南侧,2579195,11391,226.19,35.83,,33287,37,344191,9365.74
2002,辽宁省,抚顺市,210000,210400,东南侧,2801795,12362,226.11,32.09,287023,38910,33,353959,10781.57
2003,辽宁省,抚顺市,210000,210400,东南侧,3148388,13912,225.47,30.26,330079,49969,30,365012,12022.79
2004,辽宁省,抚顺市,210000,210400,东南侧,3750016,16637,224.88,30.2,382832,48304,30,411974,13913.34
2005,辽宁省,抚顺市,210000,210400,东南侧,3902406,17372,224.39,29.34,405048,54355,29,482363,16789.52
2006,辽宁省,抚顺市,210000,210400,东南侧,4578224,20426,223.9,28.32,432308,51156,28,556240,19738.82
2007,辽宁省,抚顺市,210000,210400,东南侧,5472419,24451,223.72,27.69,445203,41403,27,657152,23992.41
2008,辽宁省,抚顺市,210000,210400,东南侧,6624377,29645,223.19,26.99,300307,37908,26,743258,28100.49
2009,辽宁省,抚顺市,210000,210400,东南侧,6986395,31343,222.61,26.49,370890,41339,26,806123,30826.88
2010,辽宁省,抚顺市,210000,210400,东南侧,8951571,41810,220.91,26.76,389680,39737,26,919875,35149.98
2011,辽宁省,抚顺市,210000,210400,东南侧,11133679,52245,220.1,28.21,324767,36788,28,1007425,36186.24
2012,辽宁省,抚顺市,210000,210400,东南侧,12363686,58512,219.3,30.9,310734,36113,30,1181234,38754.4
2013,辽宁省,抚顺市,210000,210400,东南侧,13404459,61488,218,32.8,274320,24620,35,1470479,42523.97
2014,辽宁省,抚顺市,210000,210400,东南侧,12765826,61183,217.4,30.742,344828,21209,30,1382811,45622.27
2015,辽宁省,抚顺市,210000,210400,东南侧,12164773,58597,215.76,27.447,363181,27997,28,1384624,50225
2016,辽宁省,抚顺市,210000,210400,东南侧,8650721,41741,215,24.967,342741,27584,25,1295852,52708
2017,辽宁省,抚顺市,210000,210400,东南侧,9499000,45934,211,23.703,258119,21283,23,1316600,56941
2018,辽宁省,抚顺市,210000,210400,东南侧,10488211,50951,209,21.558,250800,21883,21,1348346,63156
2019,辽宁省,抚顺市,210000,210400,东南侧,8470000,41382,207,21.079,244690,25852,20,1357152,66686
2020,辽宁省,抚顺市,210000,210400,东南侧,8280000,44137,,20.142,,,18,1359594,74909
2021,辽宁省,抚顺市,210000,210400,东南侧,8700000,47338,201,19.887,,,20,1486549,75893
2022,辽宁省,抚顺市,210000,210400,东南侧,9280000,51467,199,19.248,,,19,1553896,
2023,辽宁省,抚顺市,210000,210400,东南侧,9490000,52663,,,,,,,
2024,辽宁省,抚顺市,210000,210400,东南侧,10110000,58468,,,,,,,
2000,辽宁省,本溪市,210000,210500,东南侧,1583175,,157.1,29.76,,23299,30,262709,8839
2001,辽宁省,本溪市,210000,210500,东南侧,1773090,11312,156.46,27.7,,22000,28,278772,10129.8
2002,辽宁省,本溪市,210000,210500,东南侧,1934967,12362,156.57,25.89,252023,44000,27,288849,10846.75
2003,辽宁省,本溪市,210000,210500,东南侧,2346594,14985,156.58,24.61,264248,45998,25,303115,11933.66
2004,辽宁省,本溪市,210000,210500,东南侧,2936043,18752,156.56,24.44,235600,43524,24,356317,14633.14
2005,辽宁省,本溪市,210000,210500,东南侧,3432895,21922,156.4,24.2,200984,38173,24,402066,16545.93
2006,辽宁省,本溪市,210000,210500,东南侧,4003426,25619,156.18,24.3,200924,37069,24,462473,19269.71
2007,辽宁省,本溪市,210000,210500,东南侧,4849215,31066,155.97,24.12,217200,33903,24,530997,22310.8
2008,辽宁省,本溪市,210000,210500,东南侧,6108589,39199,155.66,23.95,130320,30732,24,595124,25078.97
2009,辽宁省,本溪市,210000,210500,东南侧,6883947,44251,155.46,23.53,132521,30244,23,652020,28385.72
2010,辽宁省,本溪市,210000,210500,东南侧,8603675,50612,154.6,23.21,189810,28989,23,716591,31820.2
2011,辽宁省,本溪市,210000,210500,东南侧,10445851,60552,154.3,26.43,192003,27265,26,935552,35451
2012,辽宁省,本溪市,210000,210500,东南侧,11123567,64459,153.2,28,153695,27159,27,1031904,38764.24
